EmployeeID,Age,Gender,Department,JobRole,Education,MaritalStatus,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,DistanceFromHome,Attrition
973,43,Male,Sales,Sales Executive,Master,Divorced,5052,11,2,2,No,18,No
974,46,Male,Sales,Sales Representative,College,Single,4259,12,1,1,No,19,No
975,55,Male,Research & Development,Senior Scientist,College,Single,4000,33,2,2,No,28,Yes
976,30,Male,Research & Development,Senior Scientist,Below College,Single,11984,26,3,2,No,9,No
977,50,Male,Research & Development,Research Scientist,College,Divorced,6180,25,2,1,No,7,No
978,46,Female,Research & Development,Senior Scientist,Master,Single,7771,19,3,1,Yes,2,No
979,47,Female,Research & Development,Manager,Bachelor,Divorced,9377,19,3,2,No,23,No
980,35,Male,Sales,Sales Executive,Bachelor,Married,5082,9,2,2,No,21,No
981,22,Female,Sales,Sales Executive,Bachelor,Married,6277,19,2,3,No,22,No
982,41,Female,Research & Development,Senior Scientist,Master,Married,4778,16,3,2,No,15,No
983,56,Male,Sales,Sales Representative,Bachelor,Married,6444,5,4,1,No,24,No
984,57,Male,Research & Development,Research Scientist,Master,Married,8153,13,3,3,No,14,Yes
985,21,Female,Research & Development,Senior Scientist,Below College,Divorced,8432,33,3,3,Yes,22,No
986,47,Female,Research & Development,Laboratory Technician,College,Divorced,10516,7,3,3,No,16,No
987,39,Female,Research & Development,Manager,Below College,Single,7248,27,3,3,No,20,No
988,34,Female,Sales,Sales Executive,Below College,Divorced,8356,25,3,3,No,8,No
989,21,Male,Sales,Manager,Doctor,Divorced,6025,23,4,2,No,16,No
990,42,Female,Research & Development,Research Scientist,Master,Divorced,8623,7,3,3,No,16,No
991,52,Male,Research & Development,Laboratory Technician,Bachelor,Single,7772,13,4,2,Yes,7,Yes
992,50,Female,Research & Development,Manager,College,Single,9384,14,4,3,No,22,No
993,37,Male,Research & Development,Laboratory Technician,Below College,Divorced,5495,8,3,2,No,10,No
994,34,Female,Research & Development,Senior Scientist,Master,Divorced,3841,33,4,1,No,22,No
995,58,Male,Research & Development,Manager,Bachelor,Married,5192,18,2,3,Yes,25,Yes
996,23,Male,Sales,Sales Representative,Doctor,Divorced,4667,1,1,3,No,11,Yes
997,19,Female,Research & Development,Senior Scientist,Below College,Divorced,6045,3,1,2,No,14,No
998,30,Female,Research & Development,Laboratory Technician,Doctor,Single,6153,28,4,2,No,18,No
999,38,Female,Research & Development,Senior Scientist,Doctor,Married,2000,27,1,2,Yes,17,Yes
1000,56,Female,Research & Development,Research Scientist,Master,Divorced,2000,21,3,3,No,15,No
1001,42,Female,Research & Development,Laboratory Technician,Bachelor,Single,2437,14,3,1,No,7,No
1002,19,Male,Research & Development,Senior Scientist,College,Single,6707,6,2,3,No,19,Yes
1003,58,Male,Sales,Sales Executive,College,Single,5848,20,3,3,Yes,18,No
1004,59,Female,Sales,Manager,Doctor,Single,7426,7,3,3,No,29,No
1005,25,Male,Human Resources,Manager,College,Married,6763,19,1,1,Yes,23,Yes
1006,25,Female,Sales,Sales Executive,Doctor,Single,6876,1,1,1,No,13,No
1007,54,Female,Research & Development,Research Scientist,Bachelor,Divorced,10051,18,1,2,No,25,No
1008,48,Female,Research & Development,Research Scientist,Bachelor,Divorced,6188,5,1,3,Yes,10,No
1009,19,Female,Human Resources,Manager,Doctor,Single,7069,29,2,2,No,11,No
1010,50,Male,Research & Development,Senior Scientist,Below College,Divorced,7945,5,4,3,No,5,No
1011,47,Female,Research & Development,Laboratory Technician,Bachelor,Married,8308,26,4,2,No,17,No
1012,32,Male,Research & Development,Senior Scientist,Below College,Married,8803,19,1,1,No,8,No
1013,31,Female,Sales,Sales Representative,Bachelor,Divorced,6044,34,3,1,No,22,No
1014,41,Male,Research & Development,Manager,Bachelor,Married,11562,5,2,2,No,9,No
1015,30,Female,Sales,Manager,Master,Married,6750,23,2,1,No,23,No
1016,31,Female,Research & Development,Laboratory Technician,Below College,Married,5965,25,2,1,Yes,15,No
1017,30,Female,Sales,Sales Representative,College,Divorced,7668,13,2,3,No,6,No
1018,53,Female,Human Resources,HR Executive,Below College,Married,5139,15,4,2,No,14,No
1019,37,Male,Research & Development,Research Scientist,Below College,Single,4479,3,3,2,No,19,No
1020,31,Female,Research & Development,Research Scientist,College,Single,5877,27,2,2,No,21,No
1021,32,Female,Research & Development,Research Scientist,Bachelor,Divorced,3179,28,4,2,No,2,No
1022,39,Male,Research & Development,Senior Scientist,Bachelor,Single,6432,14,3,2,Yes,21,No
1023,56,Male,Research & Development,Research Scientist,Doctor,Married,8120,33,2,3,No,24,No
1024,50,Female,Research & Development,Senior Scientist,Master,Single,6393,33,3,3,No,28,No
1025,58,Male,Research & Development,Manager,Master,Single,4532,23,4,1,No,26,Yes
1026,52,Male,Research & Development,Laboratory Technician,Bachelor,Married,4054,29,1,1,No,29,Yes
1027,21,Male,Research & Development,Laboratory Technician,Master,Divorced,7072,10,1,2,No,24,No
1028,53,Male,Research & Development,Manager,Doctor,Married,4815,31,2,2,Yes,27,Yes
1029,58,Male,Research & Development,Laboratory Technician,Below College,Married,6065,12,2,1,No,13,No
1030,54,Male,Research & Development,Laboratory Technician,Bachelor,Divorced,9846,32,4,3,Yes,14,No
1031,36,Female,Research & Development,Senior Scientist,Bachelor,Married,2121,27,3,3,No,25,No
1032,22,Female,Research & Development,Research Scientist,Below College,Divorced,5123,7,2,2,No,18,No
1033,20,Female,Sales,Sales Executive,Bachelor,Divorced,10691,21,4,3,Yes,17,Yes
1034,40,Male,Sales,Sales Executive,Master,Single,6660,23,1,1,No,21,No
1035,42,Female,Sales,Manager,Below College,Divorced,9000,32,1,1,No,12,No
1036,23,Male,Sales,Manager,Master,Divorced,8271,20,4,2,No,3,No
1037,38,Female,Research & Development,Laboratory Technician,Doctor,Married,5733,28,4,2,No,17,Yes
1038,54,Female,Human Resources,HR Executive,Master,Divorced,9161,19,1,1,No,21,No
1039,36,Female,Sales,Sales Executive,Bachelor,Divorced,6664,26,2,2,Yes,18,Yes
1040,48,Female,Human Resources,Manager,Doctor,Single,10657,8,4,1,No,13,No
1041,43,Female,Research & Development,Laboratory Technician,Bachelor,Married,5043,27,2,2,No,1,No
1042,34,Female,Research & Development,Laboratory Technician,Doctor,Single,4869,16,1,2,Yes,15,Yes
1043,54,Male,Research & Development,Manager,College,Single,5546,21,4,2,No,2,Yes
1044,26,Female,Research & Development,Laboratory Technician,Below College,Single,6491,14,4,2,No,14,Yes
1045,46,Male,Research & Development,Manager,Bachelor,Divorced,6879,27,4,1,No,4,No
1046,21,Female,Research & Development,Manager,College,Divorced,8236,6,2,1,No,22,Yes
1047,32,Male,Research & Development,Senior Scientist,Doctor,Married,7489,26,3,1,No,11,No
1048,33,Female,Research & Development,Senior Scientist,Master,Married,6207,17,2,1,No,25,No
1049,56,Male,Research & Development,Laboratory Technician,College,Divorced,6479,14,2,2,No,14,No
1050,31,Female,Sales,Sales Executive,Doctor,Divorced,8930,8,3,2,Yes,9,No
1051,44,Female,Research & Development,Research Scientist,Doctor,Single,7619,19,4,3,No,6,No
1052,57,Female,Human Resources,HR Executive,Below College,Single,7311,21,2,2,Yes,13,No
1053,59,Female,Sales,Sales Representative,College,Divorced,7036,11,4,3,No,25,Yes
1054,18,Male,Sales,Manager,Doctor,Divorced,6070,33,3,1,Yes,18,No
1055,42,Female,Sales,Sales Representative,Below College,Divorced,7707,0,2,1,No,10,No
1056,44,Female,Research & Development,Senior Scientist,Below College,Divorced,6139,32,4,3,No,5,No
1057,42,Male,Sales,Sales Representative,Bachelor,Single,6310,16,1,1,Yes,20,Yes
1058,46,Female,Research & Development,Senior Scientist,Bachelor,Married,10343,20,1,2,No,10,No
1059,34,Female,Research & Development,Research Scientist,College,Single,6471,20,1,2,Yes,21,No
1060,36,Female,Research & Development,Research Scientist,Below College,Single,2000,5,2,2,No,25,No
1061,29,Male,Research & Development,Manager,Doctor,Single,5717,33,4,1,No,11,No
1062,26,Female,Research & Development,Laboratory Technician,Bachelor,Single,2000,9,2,1,No,29,Yes
1063,59,Male,Research & Development,Research Scientist,College,Married,8973,5,4,3,No,7,No
1064,33,Female,Sales,Manager,Bachelor,Married,9903,4,3,2,No,3,No
1065,49,Male,Research & Development,Manager,Doctor,Single,5698,33,4,2,No,20,No
1066,42,Female,Research & Development,Laboratory Technician,Below College,Divorced,3094,18,2,3,Yes,3,No
1067,31,Male,Research & Development,Senior Scientist,Doctor,Divorced,9413,0,4,2,No,5,No
1068,24,Female,Research & Development,Manager,College,Married,6296,13,3,2,No,14,No
1069,46,Male,Research & Development,Senior Scientist,Doctor,Single,6663,18,4,2,No,17,Yes
1070,45,Male,Research & Development,Laboratory Technician,Below College,Married,10495,17,1,2,No,18,Yes
1071,24,Female,Research & Development,Research Scientist,College,Married,4316,34,2,2,No,19,No
1072,33,Female,Research & Development,Laboratory Technician,Bachelor,Divorced,8572,18,4,1,No,26,No
1073,41,Female,Sales,Sales Representative,Master,Single,6368,17,3,3,No,24,No
1074,21,Female,Research & Development,Senior Scientist,Master,Single,2000,22,4,1,No,11,Yes
1075,25,Male,Research & Development,Senior Scientist,College,Divorced,12658,13,3,2,No,18,Yes
1076,52,Male,Research & Development,Senior Scientist,College,Single,6227,34,3,1,Yes,3,Yes
1077,46,Male,Research & Development,Senior Scientist,College,Single,9160,31,1,2,Yes,9,Yes
1078,19,Male,Research & Development,Research Scientist,Bachelor,Married,7179,34,2,3,No,28,Yes
1079,45,Male,Research & Development,Senior Scientist,Bachelor,Divorced,5792,9,2,2,No,2,No
1080,19,Male,Research & Development,Senior Scientist,Bachelor,Married,9131,29,4,2,No,6,No
1081,34,Female,Sales,Manager,Bachelor,Divorced,5633,13,2,2,No,21,No
1082,48,Female,Research & Development,Laboratory Technician,Master,Divorced,8316,26,2,1,Yes,6,No
1083,32,Female,Research & Development,Research Scientist,Below College,Single,7749,14,1,3,No,27,No
1084,36,Male,Sales,Sales Representative,Bachelor,Divorced,8143,9,3,3,No,3,No
1085,46,Female,Sales,Sales Representative,College,Single,7875,28,4,2,Yes,23,No
1086,20,Male,Sales,Sales Executive,Doctor,Married,5596,3,1,3,No,6,No
1087,56,Male,Research & Development,Research Scientist,Doctor,Married,8620,27,2,2,No,12,No
1088,59,Female,Research & Development,Manager,Doctor,Single,8120,33,3,1,No,5,No
1089,50,Female,Research & Development,Senior Scientist,Doctor,Single,9252,9,2,1,No,5,No
1090,34,Female,Sales,Manager,Doctor,Married,6796,14,1,3,Yes,25,Yes
1091,44,Male,Research & Development,Laboratory Technician,Doctor,Divorced,6342,14,4,2,No,9,No
1092,52,Male,Sales,Manager,Below College,Single,7797,22,2,1,No,2,Yes
1093,24,Male,Research & Development,Research Scientist,Master,Single,2829,14,3,2,No,19,No
1094,48,Female,Sales,Sales Representative,Bachelor,Divorced,6126,28,3,3,No,10,No
1095,27,Male,Research & Development,Manager,Master,Divorced,11143,12,4,1,No,13,No
1096,29,Male,Research & Development,Manager,Doctor,Divorced,2065,20,3,2,No,9,No
1097,18,Female,Research & Development,Laboratory Technician,College,Divorced,9458,5,3,1,No,26,No
1098,23,Male,Human Resources,Manager,Master,Single,3588,29,4,2,Yes,17,No
1099,48,Male,Research & Development,Laboratory Technician,Below College,Single,7754,18,4,3,Yes,15,Yes
1100,53,Female,Research & Development,Research Scientist,Master,Divorced,4730,31,2,2,No,17,Yes
1101,32,Male,Research & Development,Senior Scientist,Master,Married,11603,30,3,2,Yes,9,Yes
1102,53,Male,Research & Development,Research Scientist,College,Divorced,9880,29,2,2,No,26,No
1103,25,Male,Sales,Sales Executive,Master,Married,10508,4,2,3,No,28,No
1104,35,Female,Research & Development,Laboratory Technician,Doctor,Divorced,7655,5,3,1,Yes,28,Yes
1105,51,Male,Sales,Sales Representative,Doctor,Divorced,5814,20,2,2,No,17,No
1106,23,Female,Sales,Manager,College,Single,6181,7,3,2,Yes,15,No
1107,56,Male,Sales,Sales Executive,Bachelor,Single,6611,30,4,3,No,3,Yes
1108,45,Female,Research & Development,Research Scientist,Bachelor,Divorced,3084,12,1,2,No,21,No
1109,28,Male,Research & Development,Laboratory Technician,Below College,Single,6892,24,4,3,No,5,Yes
1110,47,Male,Research & Development,Manager,Master,Divorced,8737,26,1,2,No,16,No
1111,33,Female,Sales,Sales Representative,Bachelor,Single,5074,27,3,3,No,14,No
1112,55,Male,Research & Development,Senior Scientist,College,Married,6300,19,2,2,No,22,Yes
1113,57,Male,Research & Development,Laboratory Technician,Bachelor,Married,3780,0,2,2,Yes,2,No
1114,37,Male,Research & Development,Laboratory Technician,College,Single,6190,7,4,3,No,23,Yes
1115,57,Female,Research & Development,Senior Scientist,Bachelor,Single,7735,14,3,1,No,8,No
1116,54,Male,Research & Development,Research Scientist,Below College,Married,9882,33,3,3,Yes,17,No
1117,18,Female,Sales,Manager,Doctor,Single,6596,25,4,2,Yes,27,No
1118,29,Female,Research & Development,Senior Scientist,Master,Divorced,2000,19,3,1,Yes,12,Yes
1119,54,Male,Sales,Sales Representative,College,Single,6266,26,4,3,Yes,7,No
1120,59,Female,Research & Development,Manager,Master,Divorced,7628,21,3,3,No,6,No
1121,43,Female,Human Resources,HR Executive,College,Married,6232,27,4,1,Yes,3,No
1122,19,Male,Sales,Sales Representative,Below College,Married,4729,17,2,3,No,1,No
1123,48,Male,Sales,Sales Representative,College,Divorced,2624,21,3,3,No,3,No
1124,56,Female,Research & Development,Senior Scientist,College,Single,8843,5,3,3,No,5,No
1125,37,Female,Research & Development,Research Scientist,College,Married,2248,6,1,3,No,12,No
1126,50,Female,Research & Development,Laboratory Technician,Bachelor,Married,4663,1,1,3,No,29,No
1127,37,Male,Sales,Sales Executive,Doctor,Married,6766,14,3,2,No,22,No
1128,22,Female,Sales,Manager,Bachelor,Single,7414,23,4,3,No,25,No
1129,46,Female,Research & Development,Laboratory Technician,Below College,Single,11288,19,4,2,No,13,No
1130,49,Male,Sales,Sales Executive,Master,Married,4261,30,1,1,Yes,23,No
1131,20,Female,Research & Development,Manager,Doctor,Single,10877,16,3,2,No,17,No
1132,28,Female,Research & Development,Laboratory Technician,Master,Divorced,5056,33,4,3,No,13,No
1133,40,Male,Research & Development,Research Scientist,College,Single,7083,11,2,1,No,18,Yes
1134,32,Female,Human Resources,HR Executive,College,Married,10136,32,2,1,No,23,Yes
1135,46,Female,Research & Development,Laboratory Technician,Master,Divorced,4023,22,1,3,Yes,1,Yes
1136,32,Female,Research & Development,Manager,Below College,Single,5642,9,4,2,No,2,No
1137,21,Female,Sales,Sales Representative,College,Divorced,10532,25,1,3,No,15,No
1138,33,Male,Research & Development,Research Scientist,Bachelor,Married,8323,25,1,3,Yes,7,No
1139,26,Male,Research & Development,Senior Scientist,Doctor,Married,6185,31,3,1,No,19,Yes
1140,21,Male,Sales,Sales Representative,Doctor,Married,2000,2,1,3,Yes,21,No
1141,36,Male,Research & Development,Research Scientist,Master,Divorced,6747,13,3,2,Yes,7,No
1142,31,Male,Research & Development,Laboratory Technician,Doctor,Divorced,8039,23,4,1,No,22,No
1143,35,Female,Sales,Manager,Below College,Married,8078,15,3,1,No,2,No
1144,22,Male,Research & Development,Research Scientist,Bachelor,Married,3621,20,3,2,No,10,No
1145,39,Female,Human Resources,HR Executive,College,Divorced,8696,24,4,3,No,14,Yes
1146,50,Female,Research & Development,Senior Scientist,Master,Married,5077,7,2,3,Yes,6,Yes
1147,55,Female,Research & Development,Senior Scientist,Doctor,Married,6926,23,2,3,No,10,No
1148,27,Male,Sales,Manager,Doctor,Divorced,6412,15,2,1,No,18,Yes
1149,58,Male,Sales,Manager,Master,Divorced,8056,25,2,3,No,17,No
1150,30,Male,Sales,Sales Executive,Bachelor,Single,8130,16,4,2,No,22,No
1151,57,Male,Research & Development,Laboratory Technician,Doctor,Married,6077,29,4,1,No,25,Yes
1152,56,Female,Research & Development,Research Scientist,Master,Married,7041,15,1,2,No,23,No
1153,40,Male,Research & Development,Senior Scientist,Bachelor,Married,2686,6,2,2,No,15,No
1154,35,Female,Research & Development,Senior Scientist,Below College,Married,12678,33,4,3,Yes,14,No
1155,50,Male,Research & Development,Research Scientist,College,Married,10430,11,2,2,No,3,Yes
1156,44,Male,Sales,Sales Executive,Bachelor,Married,6772,0,2,3,No,20,No
1157,38,Male,Research & Development,Laboratory Technician,Master,Single,10238,12,2,3,No,19,No
1158,18,Female,Research & Development,Senior Scientist,Below College,Single,9696,21,3,2,Yes,7,Yes
1159,49,Female,Research & Development,Research Scientist,Doctor,Single,8197,15,2,2,No,6,No
1160,25,Male,Research & Development,Manager,Below College,Divorced,6823,16,2,3,Yes,17,No
1161,51,Female,Research & Development,Laboratory Technician,Bachelor,Divorced,4648,25,2,3,No,9,No
1162,54,Female,Research & Development,Senior Scientist,Master,Single,5536,19,4,2,No,13,No
1163,24,Male,Research & Development,Manager,Bachelor,Single,5671,1,2,1,No,17,Yes
1164,41,Male,Sales,Sales Representative,Master,Married,7620,28,3,3,Yes,4,No
1165,56,Female,Human Resources,HR Executive,Master,Divorced,13307,20,3,1,No,6,No
1166,38,Male,Research & Development,Manager,Doctor,Divorced,8018,25,4,3,Yes,22,Yes
1167,59,Female,Research & Development,Laboratory Technician,College,Divorced,7981,4,1,2,Yes,25,Yes
1168,55,Male,Research & Development,Research Scientist,Below College,Divorced,7457,19,3,3,No,25,No
1169,49,Male,Sales,Manager,College,Divorced,5429,13,4,3,No,24,No
1170,49,Male,Research & Development,Laboratory Technician,Below College,Divorced,9852,3,4,3,No,21,No
1171,54,Female,Human Resources,HR Executive,Master,Single,4966,32,3,1,Yes,20,No
1172,21,Male,Sales,Sales Executive,Bachelor,Single,5350,22,1,1,No,1,No
1173,41,Male,Research & Development,Research Scientist,Bachelor,Single,2000,12,3,3,No,26,No
1174,30,Male,Research & Development,Research Scientist,Master,Married,6474,18,3,3,No,22,No
1175,29,Male,Sales,Sales Representative,Doctor,Divorced,8092,22,1,1,Yes,13,No
1176,25,Male,Sales,Manager,College,Divorced,5312,24,1,3,No,27,Yes
1177,48,Female,Research & Development,Laboratory Technician,College,Married,4399,19,3,1,No,13,No
1178,35,Female,Sales,Sales Representative,Doctor,Divorced,5003,15,2,3,No,3,No
1179,46,Female,Research & Development,Senior Scientist,College,Divorced,6313,32,4,3,No,24,No
1180,27,Male,Research & Development,Senior Scientist,Below College,Married,6324,1,3,3,No,19,No
1181,26,Male,Research & Development,Laboratory Technician,Master,Single,7911,7,3,3,Yes,21,No
1182,22,Male,Human Resources,HR Executive,Master,Divorced,9154,4,3,1,No,2,Yes
1183,23,Female,Human Resources,Manager,College,Married,6682,19,3,3,Yes,15,Yes
1184,59,Female,Sales,Sales Executive,Master,Single,4586,30,3,1,No,22,No
1185,18,Male,Sales,Sales Executive,Below College,Divorced,5610,13,2,3,No,21,No
1186,31,Female,Research & Development,Manager,College,Divorced,7420,10,2,3,Yes,1,Yes
1187,54,Male,Research & Development,Manager,Bachelor,Divorced,4572,6,2,1,No,11,No
1188,53,Male,Research & Development,Senior Scientist,Bachelor,Single,8171,9,1,3,Yes,18,No
1189,26,Female,Research & Development,Senior Scientist,Bachelor,Single,3009,34,2,3,No,19,Yes
1190,35,Female,Research & Development,Manager,Below College,Married,7409,17,1,3,No,7,No
1191,41,Female,Research & Development,Senior Scientist,College,Single,6198,16,3,1,Yes,18,Yes
1192,36,Male,Research & Development,Senior Scientist,Doctor,Single,6610,9,1,2,No,6,No
1193,52,Female,Sales,Manager,Doctor,Divorced,3266,16,4,2,No,21,Yes
1194,25,Female,Sales,Sales Representative,Bachelor,Divorced,3374,33,4,2,No,21,No
1195,53,Male,Human Resources,Manager,Below College,Married,6371,26,2,2,No,20,No
1196,50,Male,Research & Development,Laboratory Technician,College,Divorced,4477,18,1,2,No,4,No
1197,55,Male,Sales,Sales Executive,Bachelor,Married,4433,9,4,2,No,21,No
1198,25,Male,Research & Development,Laboratory Technician,Below College,Married,7098,20,3,3,Yes,22,No
1199,19,Male,Sales,Manager,College,Married,5568,32,3,3,Yes,14,No
1200,22,Female,Research & Development,Senior Scientist,Below College,Married,3883,25,3,1,No,26,No
1201,21,Male,Research & Development,Senior Scientist,Bachelor,Single,4686,18,1,1,No,23,No
1202,23,Male,Research & Development,Manager,Below College,Single,6132,11,4,2,No,5,No
1203,25,Female,Sales,Sales Representative,Below College,Single,7406,16,3,3,No,2,No
1204,48,Male,Research & Development,Research Scientist,College,Divorced,5225,8,2,1,Yes,26,No
1205,55,Female,Sales,Sales Executive,Below College,Married,6329,2,1,3,No,28,Yes
1206,58,Female,Research & Development,Laboratory Technician,Doctor,Single,2983,24,1,3,No,14,No
1207,25,Female,Research & Development,Laboratory Technician,College,Divorced,6095,2,1,1,No,13,Yes
1208,47,Female,Research & Development,Laboratory Technician,Master,Divorced,5949,24,4,1,No,10,No
1209,29,Male,Research & Development,Research Scientist,Below College,Married,9714,7,2,2,Yes,9,No
1210,23,Female,Research & Development,Manager,Below College,Divorced,2527,23,1,3,No,16,No
1211,45,Male,Human Resources,Manager,Master,Married,4853,34,1,3,No,29,No
1212,43,Male,Research & Development,Manager,Below College,Divorced,9364,17,3,3,No,5,No
1213,55,Male,Research & Development,Manager,Master,Married,5685,31,4,1,No,8,No
1214,47,Female,Research & Development,Laboratory Technician,Doctor,Divorced,8341,4,3,3,Yes,5,No
1215,48,Male,Research & Development,Senior Scientist,College,Married,3198,3,4,2,No,23,No
1216,50,Female,Sales,Manager,College,Married,7464,32,3,3,Yes,24,No
1217,30,Male,Research & Development,Manager,Doctor,Divorced,9674,32,4,3,No,9,Yes
1218,50,Male,Research & Development,Manager,Below College,Married,3387,33,3,3,Yes,19,No
1219,25,Female,Research & Development,Senior Scientist,Bachelor,Single,4469,8,4,3,Yes,1,No
1220,38,Male,Sales,Manager,Doctor,Divorced,3597,20,4,1,Yes,25,No
1221,23,Male,Sales,Manager,Doctor,Divorced,8258,14,2,2,No,17,Yes
1222,37,Female,Research & Development,Senior Scientist,Below College,Married,2065,24,2,1,No,29,No
1223,31,Female,Research & Development,Research Scientist,Doctor,Single,2000,14,4,3,Yes,5,No
1224,29,Female,Sales,Manager,Master,Married,8453,33,4,1,No,29,No
1225,42,Female,Research & Development,Research Scientist,Doctor,Divorced,2371,32,3,2,No,24,No
1226,27,Male,Sales,Sales Executive,Master,Divorced,11550,14,4,2,No,5,No
1227,30,Male,Research & Development,Manager,Below College,Married,9578,19,2,3,No,12,No
1228,53,Female,Research & Development,Senior Scientist,Below College,Divorced,7223,2,1,3,No,27,No
1229,24,Female,Research & Development,Laboratory Technician,College,Married,3181,11,4,3,No,27,No
1230,36,Female,Research & Development,Research Scientist,Master,Single,3602,14,2,3,No,7,No
1231,47,Male,Sales,Manager,College,Divorced,7199,1,3,2,No,22,No
1232,37,Male,Research & Development,Research Scientist,Doctor,Married,9406,11,4,1,No,22,No
1233,55,Male,Sales,Manager,Bachelor,Married,6646,10,2,3,No,18,No
1234,31,Male,Research & Development,Research Scientist,Bachelor,Single,3430,30,1,2,No,23,Yes
1235,58,Female,Research & Development,Manager,Doctor,Single,8342,29,1,1,Yes,8,No
1236,22,Female,Sales,Sales Executive,Master,Married,2000,29,2,1,No,5,No
1237,25,Female,Research & Development,Senior Scientist,Below College,Single,8926,14,2,2,No,5,No
1238,36,Female,Research & Development,Laboratory Technician,Doctor,Divorced,3354,0,3,3,No,20,No
1239,32,Female,Sales,Sales Executive,Below College,Divorced,6352,18,4,3,Yes,11,Yes
1240,43,Male,Research & Development,Manager,Bachelor,Single,6617,8,3,2,Yes,5,Yes
1241,30,Male,Research & Development,Senior Scientist,Doctor,Divorced,3305,25,2,2,No,7,No
1242,50,Female,Research & Development,Manager,Bachelor,Divorced,10443,3,4,2,No,19,No
1243,39,Female,Research & Development,Laboratory Technician,Bachelor,Divorced,8724,28,4,2,No,21,Yes
1244,43,Male,Research & Development,Senior Scientist,Master,Divorced,9070,8,2,1,No,5,No
1245,49,Male,Research & Development,Manager,Master,Divorced,4218,30,1,1,No,21,No
1246,21,Female,Research & Development,Laboratory Technician,Doctor,Married,8253,12,3,1,Yes,18,Yes
1247,49,Female,Research & Development,Laboratory Technician,Below College,Divorced,5571,30,2,3,No,25,Yes
1248,51,Male,Research & Development,Senior Scientist,Bachelor,Married,2060,7,1,3,No,20,Yes
1249,59,Female,Research & Development,Research Scientist,Below College,Divorced,5006,1,4,3,No,14,No
1250,52,Female,Sales,Sales Representative,Doctor,Married,6776,16,4,2,No,22,No
1251,39,Female,Sales,Manager,College,Married,11019,8,3,2,Yes,8,No
1252,33,Male,Sales,Sales Executive,College,Single,7883,9,2,2,No,11,Yes
1253,45,Female,Research & Development,Manager,College,Divorced,3919,16,3,3,Yes,12,No
1254,58,Male,Sales,Sales Executive,Master,Single,6844,30,3,1,No,18,No
1255,28,Female,Research & Development,Senior Scientist,Bachelor,Divorced,3738,18,2,3,Yes,24,No
1256,41,Male,Sales,Manager,Doctor,Single,7583,16,2,2,No,8,No
1257,32,Male,Sales,Sales Executive,Below College,Divorced,7632,4,1,1,No,14,No
1258,46,Female,Sales,Sales Executive,Bachelor,Single,7735,28,1,1,No,20,No
1259,24,Male,Research & Development,Research Scientist,College,Divorced,8425,28,2,2,No,29,No
1260,47,Male,Sales,Sales Executive,Doctor,Married,10265,20,4,3,Yes,21,No
1261,31,Male,Research & Development,Manager,Bachelor,Married,3061,5,1,2,No,1,Yes
1262,44,Male,Research & Development,Research Scientist,Master,Divorced,4165,24,1,1,No,5,No
1263,41,Male,Sales,Manager,Bachelor,Married,10616,22,3,1,No,3,Yes
1264,23,Male,Research & Development,Manager,College,Married,6054,31,3,1,No,12,No
1265,39,Female,Sales,Sales Representative,Master,Married,4366,18,2,1,No,12,No
1266,35,Male,Sales,Sales Representative,Bachelor,Single,7036,9,1,3,No,4,Yes
1267,18,Male,Research & Development,Research Scientist,Doctor,Divorced,6585,32,3,3,No,17,No
1268,55,Male,Research & Development,Manager,Bachelor,Married,4363,26,1,3,No,29,No
1269,44,Female,Research & Development,Manager,Master,Single,7090,30,3,3,No,9,No
1270,48,Male,Sales,Manager,Below College,Single,10841,14,2,2,No,8,No
1271,26,Female,Research & Development,Senior Scientist,Below College,Married,5603,1,4,2,No,11,No
1272,55,Female,Research & Development,Senior Scientist,Master,Divorced,6005,0,4,3,No,10,No
1273,32,Female,Sales,Sales Representative,Below College,Divorced,10136,25,4,2,No,16,No
1274,26,Female,Human Resources,Manager,College,Divorced,11201,26,4,3,No,6,No
1275,22,Female,Research & Development,Research Scientist,Doctor,Married,8083,18,4,3,No,24,No
1276,48,Female,Research & Development,Manager,College,Divorced,2983,27,2,3,No,12,Yes
1277,29,Male,Sales,Sales Executive,Below College,Married,5868,33,4,1,No,27,No
1278,24,Female,Sales,Sales Executive,Below College,Married,6024,22,4,2,No,16,No
1279,35,Female,Sales,Sales Executive,College,Divorced,10192,0,1,2,No,16,No
1280,18,Male,Human Resources,Manager,Below College,Divorced,11371,29,3,2,Yes,23,Yes
1281,32,Female,Research & Development,Research Scientist,Master,Married,6464,34,2,2,No,14,Yes
1282,36,Female,Research & Development,Laboratory Technician,College,Single,6008,31,1,3,No,3,No
1283,39,Female,Research & Development,Laboratory Technician,Bachelor,Divorced,4375,2,4,2,Yes,21,No
1284,39,Male,Research & Development,Manager,Master,Single,8258,30,2,2,No,14,No
1285,35,Female,Sales,Manager,College,Married,7335,0,4,2,No,9,Yes
1286,54,Female,Research & Development,Senior Scientist,College,Divorced,4699,32,4,3,No,9,No
1287,29,Male,Research & Development,Research Scientist,Below College,Divorced,5846,25,1,3,No,3,No
1288,56,Male,Sales,Manager,Master,Single,7124,25,3,1,Yes,9,No
1289,23,Male,Research & Development,Manager,Master,Single,7054,23,2,2,No,15,No
